user_id,product_id,interaction_type,interaction_score,rating,review_sentiment,timestamp,session_id
490,188,add_to_cart,3,,,2024-08-30 09:09:21,825e8642c365
196,79,click,2,,,2025-11-25 06:16:01,27312503a3a5
74,108,purchase,5,5,positive,2024-08-20 21:31:48,be146f4f8821
197,7,view,1,,,2024-03-09 10:32:15,5d181de299c8
171,57,view,1,,,2025-07-31 12:14:55,9c1679c15eb4
409,53,purchase,5,4,positive,2025-10-18 14:21:35,0df8c9ec067a
77,188,click,2,,,2024-11-23 15:57:40,b8bac2b93289
43,93,click,2,,,2024-05-06 17:55:51,8727f627e67d
482,73,click,2,,,2024-04-08 00:51:59,a4f3ebd790aa
423,45,view,1,,,2024-01-03 22:42:47,650c69b8405b
261,60,click,2,,,2024-10-27 22:09:35,7705a619322a
479,125,purchase,5,5,positive,2024-08-02 10:10:03,5d790882df99
40,160,add_to_cart,3,,,2024-11-13 12:01:14,9ab6c708f65a
437,165,add_to_cart,3,4,positive,2025-01-02 15:02:39,3d89e8c1afb0
240,170,view,1,,,2024-02-16 16:08:59,327e3bcdca4e
328,67,view,1,,,2025-12-25 09:50:40,5b94a347dac8
56,78,click,2,,,2025-01-10 10:43:07,f33f0055bcf4
155,33,view,1,,,2025-11-02 03:53:14,07db911169f0
140,79,view,1,,,2025-07-17 22:42:21,8d72d6ff7f37
215,193,view,1,,,2024-04-28 08:12:11,9bf9aa35e9ed
486,105,view,1,,,2025-05-09 22:14:08,09f07a9e6460
222,155,click,2,,,2024-10-03 17:32:48,be94c3159430
84,12,view,1,,,2024-11-06 10:22:40,4374a1993d72
338,73,click,2,,,2024-03-09 07:20:48,6994423b2a30
393,131,click,2,,,2025-02-28 15:15:48,7ba7792d51fc
282,109,view,1,,,2024-01-02 23:00:11,9ae8b584a3d5
439,60,view,1,,,2024-09-19 00:54:19,d7652eca9082
347,184,click,2,,,2025-11-02 02:07:43,ded6e3f7fa02
258,186,view,1,,,2025-02-05 10:10:14,297ac9393be0
142,27,click,2,,,2024-11-10 16:34:36,cdc809157897
208,101,view,1,,,2024-03-17 09:10:57,9074e31d87c1
419,168,view,1,,,2024-05-05 01:13:03,df79923126a5
418,80,view,1,,,2025-08-05 08:23:16,f4a95748f42c
143,45,view,1,,,2024-01-23 18:19:59,f4f9e027ca3b
61,14,view,1,,,2025-07-31 20:41:01,251aa2ed71cd
487,133,add_to_cart,3,2,negative,2025-07-08 05:09:45,e3ab4066b955
374,130,view,1,,,2024-02-15 09:39:52,96f272c99ea3
104,79,view,1,,,2024-12-12 23:29:53,4bfdbe7e1342
282,160,click,2,,,2024-02-08 10:43:18,72d087ff69c9
42,150,view,1,,,2024-01-11 06:11:02,32801b518094
108,97,add_to_cart,3,5,positive,2025-01-20 13:13:51,252154bb247e
383,30,click,2,,,2025-03-06 21:46:19,ee57417af6fb
213,7,add_to_cart,3,,,2025-11-17 16:55:55,d08cf8e3a242
475,122,click,2,,,2025-04-24 02:42:45,d725e266c625
385,185,click,2,,,2024-03-17 12:35:11,5a839b7a7f78
298,163,view,1,,,2025-02-10 21:53:46,ce972219cb23
169,3,click,2,,,2024-02-29 20:09:15,4368cef6432f
106,88,view,1,,,2025-02-15 17:57:02,add744653a7f
85,6,view,1,,,2024-05-09 07:11:03,bed020fd6a32
286,128,click,2,,,2024-01-03 16:33:25,042fc98e84ca
242,162,click,2,,,2024-02-13 16:21:14,8304d6e64b19
367,41,purchase,5,2,negative,2024-01-22 08:27:27,241ef11e0cc3
283,29,click,2,,,2024-12-31 01:05:34,aac0fa0d7fb5
500,34,add_to_cart,3,,,2025-11-13 19:53:46,ad2bbf6e3271
389,25,view,1,,,2025-01-15 21:54:18,10249ed0e55d
397,13,view,1,,,2025-10-12 12:09:18,4c3a679f44e3
117,27,click,2,,,2024-03-23 08:46:23,420a3d3da6ba
461,47,click,2,,,2025-02-28 21:22:34,e3bec1f5aa5e
8,184,click,2,,,2025-09-01 05:52:05,e99a0c4e7423
181,33,view,1,,,2024-05-11 19:44:37,a5b504404254
334,184,view,1,,,2025-08-19 13:09:39,1961788163c2
70,26,purchase,5,3,neutral,2025-10-02 04:57:24,3df33f3298eb
63,36,click,2,,,2024-10-25 14:42:01,5fccf776285c
309,98,click,2,,,2025-10-19 19:39:26,03e5b4c892b8
234,196,view,1,,,2025-09-14 00:52:13,3846022a2299
227,92,view,1,,,2025-04-26 08:51:38,0184e2581f38
354,189,click,2,,,2025-12-30 19:28:12,9bf7d01b6612
450,23,view,1,,,2025-07-25 12:18:14,2ba8b65cf528
60,77,add_to_cart,3,,,2024-01-04 10:14:32,640a0d79fcaa
246,56,view,1,,,2024-02-06 01:20:37,93fb41638008
482,167,click,2,,,2024-07-19 09:59:02,2bc02b3686e9
458,73,add_to_cart,3,,,2025-06-23 16:43:18,1169816aabc2
58,57,click,2,,,2024-08-12 03:07:06,59d9f015ad08
278,129,view,1,,,2024-01-19 07:39:28,b4bd0e6d7841
6,139,click,2,,,2025-04-11 13:37:03,f3805ab1b6d4
415,4,view,1,,,2024-06-26 14:01:51,4e8fc0653724
24,57,add_to_cart,3,,,2025-07-13 00:05:24,931b88b1c8a3
187,183,click,2,,,2024-10-28 11:21:22,584e5faee02a
358,148,view,1,,,2025-11-04 23:46:14,f589a9131f3e
480,85,view,1,,,2025-03-03 03:49:21,611e2f015a81
47,54,view,1,,,2024-04-02 00:50:32,95cd020f08a5
451,128,view,1,,,2025-08-20 01:44:40,1c677330079d
80,193,add_to_cart,3,4,positive,2025-03-04 14:28:30,53dd8e5f6fc3
173,41,view,1,,,2025-08-21 09:49:35,a7feeea5cf50
40,127,view,1,,,2024-03-17 11:48:38,57542580db6b
69,24,click,2,,,2025-01-21 14:44:33,0746fa8700de
260,123,view,1,,,2024-10-19 08:14:30,aa371c0fd2ac
438,12,click,2,,,2025-09-22 18:36:26,1a9dc8ef0093
307,114,click,2,,,2024-01-15 15:35:25,60b4c93ef54b
79,19,view,1,,,2025-07-27 08:02:04,7aa74e4a971a
432,198,view,1,,,2025-08-23 12:49:25,60fd4b1850bd
237,36,view,1,,,2024-12-08 22:57:25,54b72693044a
53,80,view,1,,,2025-01-23 09:25:33,4b256b2d7105
238,58,add_to_cart,3,,,2025-01-08 08:36:20,e88e40e259ce
273,193,view,1,,,2025-05-31 04:39:33,2ad91ba28936
371,139,view,1,,,2024-08-26 08:56:56,e42468857307
117,12,add_to_cart,3,2,negative,2024-08-22 08:21:31,83b444bdafe7
258,181,view,1,,,2024-05-20 15:21:00,1f13103f1090
197,12,view,1,,,2025-08-21 12:36:41,440874665073
385,59,purchase,5,5,positive,2024-05-24 10:06:26,fda8dde0301e
285,119,purchase,5,4,positive,2024-11-28 21:53:02,35c4e34f75db
129,128,click,2,,,2024-10-20 00:23:34,9bf9ebb19dd4
350,31,purchase,5,5,positive,2025-07-02 16:22:39,a48a66f6b2de
106,54,click,2,,,2025-12-16 05:49:46,dffc65406838
206,108,view,1,,,2024-04-07 09:15:32,9e072474ad14
112,111,click,2,,,2025-10-11 06:13:23,550b62246b22
244,105,add_to_cart,3,,,2025-09-11 07:19:44,dc21320c5636
135,125,click,2,,,2024-06-30 13:31:36,9221caac55b6
91,121,click,2,,,2025-08-26 20:10:25,7859e7fb7906
121,89,click,2,,,2025-06-17 20:16:41,ce762b545920
269,155,click,2,,,2025-01-03 08:56:50,131a8f857d6c
103,72,purchase,5,4,positive,2025-10-25 03:08:09,6435ea873635
231,182,click,2,,,2024-09-01 02:25:43,3634a8bab7c9
99,189,view,1,,,2024-12-15 16:55:47,34ac1cc2e9de
30,129,click,2,,,2024-12-25 21:54:22,b1d2c5baeb1c
256,89,view,1,,,2024-12-04 21:51:31,e13326f54789
436,35,view,1,,,2025-08-29 19:40:23,5e823118a20a
270,45,view,1,,,2025-10-30 05:24:14,566cb2e0a44d
207,34,view,1,,,2024-06-09 04:37:49,20257cbd6ba5
93,12,view,1,,,2025-05-14 19:03:21,ef57a7c65130
76,139,click,2,,,2025-10-11 06:36:54,4d1c9b6b35ee
238,167,add_to_cart,3,,,2024-04-03 17:51:43,d6036ffe8b9a
496,61,view,1,,,2025-08-28 09:46:26,d1d5842e0add
151,200,view,1,,,2024-08-12 10:25:14,3181dd22b0c7
138,104,click,2,,,2024-06-29 17:38:11,a750f1fb6f95
17,106,add_to_cart,3,,,2024-01-07 02:35:19,292800875df1
107,45,view,1,,,2025-11-28 21:02:40,2d0da75f4bc8
93,146,click,2,,,2024-01-11 19:22:44,c161c0f47dcb
49,69,view,1,,,2024-11-04 18:19:20,1abe3dac64d1
138,71,view,1,,,2025-02-28 09:01:21,55ec6caf7e05
13,116,view,1,,,2025-11-19 23:58:52,90167a99f1ee
389,14,add_to_cart,3,5,positive,2024-12-12 03:29:05,7611c1216063
455,88,click,2,,,2024-01-26 13:15:56,e3ad40b4c0d2
150,146,view,1,,,2025-10-10 15:57:54,8997bb0add88
235,51,view,1,,,2024-06-22 21:21:54,9d0126aadfd6
437,161,view,1,,,2024-08-04 10:10:16,41a74864c0ed
401,115,add_to_cart,3,3,neutral,2025-03-13 03:45:21,39df73c1013b
17,194,purchase,5,3,neutral,2024-05-01 09:09:14,724bca712502
452,54,view,1,,,2025-04-13 20:21:03,48227f764f62
113,58,view,1,,,2025-06-28 06:15:43,05d28e608de2
81,127,view,1,,,2025-10-30 21:32:23,261549cf5f2f
45,8,add_to_cart,3,4,positive,2024-08-19 19:47:36,70cf74a2e7b0
500,110,view,1,,,2025-10-07 00:37:12,2cda4cd705bc
221,116,view,1,,,2024-09-14 04:40:02,e1b3817ea4d4
422,77,click,2,,,2024-08-23 21:47:45,7839132586a4
183,151,view,1,,,2025-04-29 05:33:10,7c283644fa23
384,96,view,1,,,2025-07-15 09:42:24,b40d313a90ed
1,200,view,1,,,2025-09-25 20:32:43,e5bd3c58ba59
2,32,purchase,5,5,positive,2025-10-19 11:40:16,fe3c2f5da920
446,69,click,2,,,2025-05-31 14:29:57,74e2bae98dde
367,145,purchase,5,5,positive,2025-04-07 04:00:41,ba05bd00301d
24,38,add_to_cart,3,,,2024-08-20 11:13:38,6261db04a063
452,159,view,1,,,2024-07-20 05:00:21,277f684ac987
278,36,click,2,,,2024-05-14 15:31:44,8a2344c7edd8
461,145,view,1,,,2024-05-14 14:47:29,0bc1335cbc05
4,63,view,1,,,2024-02-01 15:23:34,3be5e2ebb3c9
79,167,add_to_cart,3,,,2024-02-16 02:54:55,47796779850a
59,187,view,1,,,2024-09-19 06:09:07,029f129c732d
146,3,view,1,,,2024-11-10 10:23:38,a332af3d9cfb
298,184,click,2,,,2024-06-10 16:13:13,a67d3903f80f
320,181,view,1,,,2024-05-05 23:38:58,b94c76b21b20
151,101,add_to_cart,3,,,2024-04-12 17:33:19,4795bc94f6ca
4,7,view,1,,,2025-08-02 22:01:31,302ab1e923c7
380,15,view,1,,,2025-10-07 23:08:27,63d902ee0232
495,193,view,1,,,2024-05-05 14:09:46,ba71abf5d248
451,29,click,2,,,2025-08-06 14:18:24,2076e586dd8a
307,108,purchase,5,2,negative,2024-07-07 12:45:23,1941e6ac68b8
496,46,view,1,,,2024-12-23 03:01:38,f098f6f6aedf
159,18,view,1,,,2025-12-05 00:47:23,40e0c33e6615
8,84,click,2,,,2025-03-15 21:39:49,2428718046ac
105,88,click,2,,,2025-09-10 21:59:06,cef1ae6a12b7
51,111,view,1,,,2024-02-29 00:59:41,a60926af8316
360,130,view,1,,,2025-07-15 05:15:16,fabb993f8f0f
206,127,add_to_cart,3,3,neutral,2025-06-02 16:19:03,f3191729115f
437,158,view,1,,,2024-03-20 21:55:36,cf22a68f0d46
460,180,view,1,,,2025-04-27 04:45:09,75f0f28bf08b
218,147,view,1,,,2025-03-19 13:44:17,1385c5f764e8
304,200,add_to_cart,3,,,2024-04-16 17:51:15,a6109d3f73e4
139,110,click,2,,,2024-02-18 18:34:34,0ef7827894da
182,85,view,1,,,2024-09-03 20:07:45,74da13afc59d
49,9,view,1,,,2025-05-11 23:37:02,84db11fe9bab
54,136,click,2,,,2024-12-09 00:19:48,74ccce264153
249,119,click,2,,,2024-07-21 16:03:23,1b576d088901
239,33,view,1,,,2025-07-29 17:52:58,d3792aa0a85a
129,40,purchase,5,4,positive,2024-07-02 12:20:09,0f5cf98585eb
363,161,click,2,,,2024-09-06 14:08:19,41597521bf20
359,29,click,2,,,2025-07-25 15:10:21,bed7f592e345
475,78,click,2,,,2025-01-10 05:41:01,6dbaed56c87c
253,98,click,2,,,2025-10-06 07:16:36,0c442377e206
295,113,add_to_cart,3,,,2025-04-02 10:06:35,107738193dee
302,111,view,1,,,2024-10-05 01:00:55,0be5301d0d7c
447,15,view,1,,,2024-12-28 22:32:35,22ed9027ce2c
367,52,purchase,5,3,neutral,2025-11-17 04:09:00,ecd84a63cd06
267,165,click,2,,,2024-10-06 01:24:49,039243fb3e48
377,46,add_to_cart,3,,,2025-08-24 20:01:06,94d8951ce54d
165,182,click,2,,,2024-04-14 20:07:44,b9b5a751c06f
208,5,click,2,,,2024-07-25 16:56:19,ee84eae0621f
204,176,view,1,,,2025-12-18 16:11:38,5e880a91b880
111,164,add_to_cart,3,,,2024-03-03 06:09:43,71e98e1d3ba0
403,44,click,2,,,2024-05-14 01:44:56,386b92ab372f
94,3,click,2,,,2025-02-18 05:07:39,952db7390b3f
94,158,view,1,,,2025-11-16 18:52:38,40caca9a8b8b
154,60,view,1,,,2025-08-13 16:21:24,c8ef9b25187a
129,166,view,1,,,2025-10-23 01:18:42,d13ca8d80c61
485,77,view,1,,,2024-07-31 10:54:44,4e222e64bd8c
45,12,click,2,,,2025-09-04 02:31:19,c075dc66be9c
7,168,view,1,,,2024-05-12 05:31:15,1a4ee127dc8c
426,11,view,1,,,2024-11-05 12:36:51,c4438fdf7c85
1,187,add_to_cart,3,4,positive,2024-11-30 05:31:59,a888863905fe
100,163,add_to_cart,3,,,2024-01-15 13:46:07,a3f62a293b68
368,71,view,1,,,2025-08-13 12:14:24,cf32917b4807
44,49,view,1,,,2024-06-04 23:02:16,e23d4211d9f4
276,35,view,1,,,2025-10-11 14:46:01,28cea8f99fce
238,48,view,1,,,2024-01-05 11:54:54,3adda151056e
356,101,purchase,5,3,neutral,2025-01-12 08:57:58,23aabf0d216b
338,26,view,1,,,2024-03-27 03:16:30,1e69b46967ba
473,108,add_to_cart,3,5,positive,2025-11-06 23:43:27,5b563775b50b
67,179,click,2,,,2025-07-07 23:32:15,9f0de58d9913
481,34,click,2,,,2024-06-26 07:14:44,d520004a4a2f
238,51,view,1,,,2024-12-11 09:40:34,fe7bc50d4c97
423,43,add_to_cart,3,,,2024-06-08 16:24:02,94ad3e00aad6
445,106,view,1,,,2025-05-14 08:47:16,956bbfaeb71a
480,67,view,1,,,2024-03-13 08:30:24,2304bde41b3e
495,141,purchase,5,5,positive,2024-10-29 05:09:08,c68f04000b3d
179,19,view,1,,,2025-08-04 15:52:13,9217b3c6a7d9
101,129,view,1,,,2025-11-25 23:31:45,8ad1a90fedf9
199,31,purchase,5,5,positive,2025-08-07 03:15:46,b7dbe16f56c5
17,113,click,2,,,2025-04-14 10:55:44,a414fb4ca1df
150,135,add_to_cart,3,,,2025-09-20 06:05:38,94a09a3d7ef0
36,22,view,1,,,2025-03-03 13:40:21,11c68b2e7f61
226,138,add_to_cart,3,,,2025-04-23 01:40:22,a0b8d575c77a
290,152,click,2,,,2024-02-01 23:34:59,da54d2d806e1
452,48,view,1,,,2024-07-26 01:56:47,516631412d42
396,131,view,1,,,2024-07-27 16:20:20,ce7ce22490ff
177,88,click,2,,,2025-01-24 03:00:10,dd3c81127dc8
422,83,view,1,,,2025-08-13 23:22:27,608d7ab37bdb
6,151,click,2,,,2024-10-14 04:08:18,90cd9bc3af33
382,9,view,1,,,2025-03-17 00:55:53,651d2af104cd
22,96,view,1,,,2025-02-04 13:40:28,662ec68d6bc0
223,69,view,1,,,2024-01-10 09:20:07,661f3d517953
491,121,view,1,,,2025-11-10 03:56:24,b9ab62d2176d
173,81,view,1,,,2024-07-27 02:19:58,d7450e138ba9
90,18,view,1,,,2025-08-29 00:32:20,9d1b321d93bd
303,9,click,2,,,2024-06-20 04:04:42,f2d7ae486a71
245,50,click,2,,,2024-02-08 18:24:27,60c9265dc553
157,27,click,2,,,2024-08-16 01:06:03,8819dfe4e4db
114,199,view,1,,,2024-06-13 21:09:40,22c70492f5c4
235,58,view,1,,,2025-08-07 10:31:56,fb29a6ace105
232,90,add_to_cart,3,4,positive,2024-12-29 00:06:24,d4304a88572b
68,100,click,2,,,2024-11-09 21:34:10,95cbb74b1bef
284,18,view,1,,,2024-08-18 15:15:45,baf8fb57d5e6
452,133,view,1,,,2025-02-05 23:26:36,60d76c1faa28
383,9,purchase,5,3,neutral,2025-01-04 05:41:13,cb52c1955436
474,148,add_to_cart,3,4,positive,2024-09-16 19:55:58,83f8faf3b8b6
21,167,add_to_cart,3,,,2024-01-16 20:54:53,94f73271b071
149,94,view,1,,,2025-11-16 07:18:34,c0a26e178e62
220,36,view,1,,,2024-07-11 14:39:25,f202e3c8719c
228,61,click,2,,,2024-07-09 19:11:39,23f7b93e78b1
109,130,click,2,,,2025-06-01 04:45:07,172c1cedaf3e
109,125,view,1,,,2025-09-06 17:51:18,39a680b167b4
455,141,purchase,5,3,neutral,2024-05-22 11:00:38,ee9be6f6765c
216,64,add_to_cart,3,,,2025-08-25 19:34:51,bccab1e98466
42,198,click,2,,,2025-01-29 15:23:43,ce573288bf83
332,55,view,1,,,2025-08-13 06:04:31,ca6143955027
169,12,view,1,,,2025-08-06 15:40:05,383dfcf466f8
106,80,view,1,,,2025-09-23 15:16:03,35507277fe4c
87,178,click,2,,,2025-10-20 12:27:32,c55c11a6d4a6
258,103,view,1,,,2025-10-17 10:13:02,dfd356ee6d8b
162,164,view,1,,,2024-01-18 00:22:53,a134af77e47a
433,78,click,2,,,2024-04-17 23:07:39,a1eae8fd0cea
425,162,view,1,,,2025-05-18 05:56:57,8edba7bcd3f7
439,137,click,2,,,2024-11-07 19:59:38,5c608a597036
350,8,view,1,,,2024-06-08 22:51:52,5704b7c45ffc
96,196,view,1,,,2025-08-15 15:27:47,28f585f66d4b
84,1,view,1,,,2025-09-20 19:44:56,688973eb68d9
298,198,add_to_cart,3,5,positive,2025-09-26 02:49:09,7ad4d8d2931a
275,126,view,1,,,2024-04-29 13:14:52,9c3864a8442b
215,197,view,1,,,2025-09-16 16:55:06,4763ec45eeb8
120,162,click,2,,,2025-12-17 04:21:02,f43bc63361f3
4,152,click,2,,,2024-05-13 07:08:52,932ac64daa77
208,110,view,1,,,2025-07-11 15:48:21,15191a5216da
357,82,purchase,5,2,negative,2025-08-21 22:01:25,2ac45764fe4c
122,78,click,2,,,2025-05-11 21:29:59,e9081e155970
308,29,view,1,,,2025-08-25 00:40:36,5156cb584bb8
290,108,view,1,,,2024-10-22 10:49:20,ee71d8f0f53f
307,121,add_to_cart,3,,,2024-01-02 13:07:44,1c150cedbae8
189,110,purchase,5,3,neutral,2025-03-12 01:27:46,9869eaa84746
468,150,click,2,,,2024-07-09 13:47:53,016ba5a2acdb
416,142,click,2,,,2025-06-22 20:12:37,89d629100c4b
348,20,view,1,,,2025-02-22 11:32:05,f10517da986a
58,132,add_to_cart,3,4,positive,2025-05-12 19:06:48,57b3fe76dcbc
139,174,view,1,,,2025-11-16 20:50:18,61553405a8ca
331,4,view,1,,,2025-05-20 06:02:17,c38281510194
436,43,add_to_cart,3,,,2024-03-13 08:30:33,3df824a2ac41
169,29,click,2,,,2024-03-29 21:16:20,9b2a0c4061fa
244,76,view,1,,,2024-08-19 17:31:54,a4a36e43e7a7
22,70,view,1,,,2025-02-02 14:19:17,f6e2d3c2890f
323,104,view,1,,,2024-11-08 07:53:43,6eb20e3b5e8b
77,192,click,2,,,2025-05-20 20:46:34,2f8f3cb15cf4
446,77,add_to_cart,3,,,2024-01-24 10:47:44,d3fa8aebaa33
339,118,view,1,,,2025-01-29 07:08:21,84cd724ecff6
338,22,purchase,5,3,neutral,2025-05-17 10:04:50,bd29571a60fc
240,23,view,1,,,2025-02-23 07:17:21,d45796957dcb
2,8,click,2,,,2025-11-18 01:21:42,bd18d1052c66
458,140,view,1,,,2025-01-01 19:20:17,eb3fb3a42675
208,100,click,2,,,2025-02-15 23:04:12,346c14664480
69,62,click,2,,,2024-12-20 09:51:08,50b97c32f808
30,45,purchase,5,4,positive,2025-06-06 08:38:27,f382156a992a
462,72,view,1,,,2024-09-10 06:15:55,c21861a2f0e7
412,177,click,2,,,2024-09-16 10:21:29,584fcdbd4f85
268,125,add_to_cart,3,1,negative,2025-08-02 17:30:24,4e2863f1356c
152,169,view,1,,,2024-05-06 01:36:30,7f6594f2fce5
337,56,view,1,,,2024-01-15 10:07:14,6123fd0086bb
300,76,purchase,5,4,positive,2024-07-12 03:03:37,043d6a4a9a83
5,183,click,2,,,2024-11-10 15:02:03,f17ada0900cd
422,181,view,1,,,2025-04-18 20:03:38,da90ac258152
193,115,view,1,,,2025-12-14 06:10:52,6d40b1e9191f
387,157,view,1,,,2025-10-17 21:54:22,830cafef395b
392,79,view,1,,,2024-10-02 15:03:58,6c5bf6fd5307
114,109,view,1,,,2025-08-08 13:42:01,043bf3208401
41,113,click,2,,,2025-08-27 23:27:31,ef00f58fe98c
483,134,purchase,5,5,positive,2025-10-04 09:41:04,b2712802bff5
360,132,click,2,,,2024-04-02 07:38:40,1963508c418d
181,146,view,1,,,2025-01-22 03:05:28,617ffa805cfc
128,150,purchase,5,4,positive,2024-04-28 06:31:17,0f3e4b304224
102,60,view,1,,,2024-10-23 01:19:40,0bedfbc0d598
207,155,click,2,,,2025-02-14 20:08:55,0cc43f6fd13f
209,137,view,1,,,2025-03-27 15:30:49,b6087c451a9d
159,32,purchase,5,5,positive,2025-06-01 17:53:53,3cf12977597c
464,136,purchase,5,3,neutral,2025-02-11 08:10:27,6be8dfe2618a
199,27,click,2,,,2024-04-10 01:12:31,aee60ee12e52
6,158,view,1,,,2024-12-18 09:40:20,d81812240dc3
486,150,view,1,,,2024-05-26 21:53:45,0bda09feb774
457,142,click,2,,,2025-07-26 15:05:34,38f3815bf11d
309,188,click,2,,,2024-06-16 06:09:30,55df48550c53
165,189,view,1,,,2024-11-06 13:08:01,00d244fe047a
285,131,view,1,,,2024-05-25 11:21:30,302119ad6f9f
191,112,view,1,,,2024-04-04 07:23:47,6419c83685c8
127,12,view,1,,,2025-11-04 08:48:46,d6e1b3e5066e
414,82,view,1,,,2024-06-04 10:55:06,01035561e936
309,79,purchase,5,4,positive,2024-04-30 04:53:46,4a383ecc5bf2
65,134,view,1,,,2024-02-21 15:37:20,d3b1222a35fb
149,96,purchase,5,3,neutral,2025-04-24 04:35:22,3565abae646d
371,18,purchase,5,4,positive,2025-05-21 11:20:24,f813e5f39639
339,3,add_to_cart,3,,,2025-03-14 02:09:02,95ec2f9e06a6
37,173,view,1,,,2025-02-05 05:51:52,351f8ecbdc58
416,153,view,1,,,2025-05-08 15:50:31,b6c3a79a1021
432,174,view,1,,,2025-04-21 01:14:18,71cbd9ff7125
277,54,add_to_cart,3,,,2024-05-04 02:18:29,8abe1dce7a9a
381,179,view,1,,,2025-12-06 17:21:30,c9391004390c
6,142,view,1,,,2024-05-21 20:52:11,0fb39cbcd25c
120,147,view,1,,,2025-12-25 06:50:14,a481b556a3a7
249,110,click,2,,,2025-09-13 16:31:48,aea3903826b3
53,67,click,2,,,2025-04-26 21:51:40,37ff6029e942
206,102,click,2,,,2025-10-27 21:21:05,9fbc5975b2d5
190,174,add_to_cart,3,4,positive,2024-07-10 01:51:49,86e14e3523a4
322,115,click,2,,,2024-11-13 17:03:39,36a65555780b
52,111,click,2,,,2025-01-08 01:17:23,ac3834e41f7f
79,167,add_to_cart,3,,,2025-08-22 01:01:50,470565d3b832
149,2,view,1,,,2025-09-09 19:22:50,73ba61c20a57
481,50,view,1,,,2024-05-06 21:22:40,647d2a59c6bb
163,104,click,2,,,2025-01-09 12:08:55,0526ba8aa24f
339,104,view,1,,,2024-02-10 06:10:39,01d41c7b5fce
255,79,click,2,,,2024-02-26 21:56:14,e704b1a2be44
255,90,view,1,,,2024-11-21 11:32:27,038867235e54
45,196,click,2,,,2024-02-04 22:38:47,c109480b2db2
76,160,click,2,,,2025-03-29 11:21:17,a49f822db142
306,152,view,1,,,2025-01-11 03:37:10,74003ada6a83
100,135,view,1,,,2025-07-22 09:02:23,f167b6dade05
95,80,view,1,,,2024-12-14 09:39:06,4f6936298d34
147,100,click,2,,,2025-01-18 05:18:45,7f540779941b
221,159,add_to_cart,3,,,2024-09-01 20:00:02,2a046354ceae
34,2,click,2,,,2024-12-31 09:33:47,a1c111d6fcd4
212,137,click,2,,,2025-05-04 05:43:11,2b434f476f94
18,177,click,2,,,2025-08-29 19:31:57,8ef4b16c62de
500,64,click,2,,,2025-05-25 15:00:34,9a1b69474e78
86,152,view,1,,,2024-07-27 03:35:38,8ff9ae6e2460
181,17,view,1,,,2025-09-24 04:59:53,891310b8f588
38,56,click,2,,,2024-09-24 10:27:44,a8d3ba3ff3c1
178,105,click,2,,,2025-09-19 09:44:49,afd5269672b8
49,29,view,1,,,2025-07-11 22:19:44,0cce5761df75
410,172,view,1,,,2025-04-12 19:15:48,c14af32e7017
342,158,view,1,,,2025-01-17 01:37:24,608cb3968652
421,70,view,1,,,2025-04-01 13:59:11,989115061a2f
126,4,click,2,,,2024-09-04 17:20:45,70e1b4a43889
458,150,purchase,5,5,positive,2024-07-12 03:04:14,b51863494ea6
310,183,click,2,,,2024-05-18 10:05:42,17dbc1f9844a
42,7,click,2,,,2025-04-02 03:40:19,67c571ca4cfa
196,11,click,2,,,2025-07-27 13:03:53,bd0cef3f4b33
375,33,view,1,,,2025-09-29 12:13:09,4dc511bce3c4
279,51,click,2,,,2025-06-22 13:24:45,40185dbcf5a2
381,29,click,2,,,2024-01-10 16:02:22,febd4d80b362
78,11,click,2,,,2024-09-19 11:46:21,952f224f8bf5
47,98,view,1,,,2024-12-05 16:24:36,331722d4aa4d
364,53,click,2,,,2024-09-23 01:30:59,a154788f4ee3
370,13,view,1,,,2024-05-27 11:29:52,696cbb222640
310,77,view,1,,,2024-01-17 01:13:26,0bc1ccfe1d13
258,14,click,2,,,2025-10-14 18:46:50,22e4e86af206
222,99,click,2,,,2025-04-15 00:14:16,b4d5ee0e74d9
286,102,click,2,,,2024-02-01 20:47:06,e7b998871eb4
348,154,click,2,,,2024-03-12 23:14:27,21f62ac0b77f
277,178,click,2,,,2024-08-07 03:36:38,82948f60a8a6
444,39,view,1,,,2025-10-26 23:57:28,79e5c8977848
467,25,view,1,,,2024-03-15 18:12:08,3bfae5a65d98
172,154,click,2,,,2024-09-23 08:18:35,6596ede6762a
84,62,view,1,,,2024-04-02 16:00:14,5574da958c77
58,125,view,1,,,2024-12-19 06:29:36,cfef494436ee
409,41,view,1,,,2024-08-31 12:47:56,5073ecf777db
116,121,click,2,,,2025-01-04 18:11:33,90a8e8af17cb
245,94,click,2,,,2024-08-18 02:47:46,65705cc37109
246,15,add_to_cart,3,,,2025-06-11 07:49:45,9f489adabb08
396,112,view,1,,,2025-08-06 02:20:32,5449a48e4455
33,38,add_to_cart,3,,,2025-07-20 09:10:25,566e212b523b
125,60,add_to_cart,3,,,2024-10-27 23:15:40,2610ea5db567
209,159,view,1,,,2024-09-10 18:26:37,b40a35692d43
360,97,purchase,5,4,positive,2024-01-11 13:41:53,d86cd523b4c3
71,19,click,2,,,2024-08-21 22:54:10,8420bb490107
9,98,add_to_cart,3,,,2024-01-05 14:41:09,80e39c6dd373
111,133,view,1,,,2024-09-13 19:39:09,fe64d109fc49
476,101,view,1,,,2024-11-03 18:11:58,da2a8f3e2fa7
